work_code,work,branch,missing_type,typical_in_cat
3.05,Заделка штробы,construction,KSZTALTKI_KANALIZACYJNE,2
3.05,Заделка штробы,construction,KSZTALTKI_PEX,3
3.05,Заделка штробы,construction,KSZTALTKI_PP,3
3.05,Заделка штробы,construction,RURA_KANALIZACYJNA_PVC,2
3.05,Заделка штробы,construction,TARCZA_TNACA,2
3.05,Заделка штробы,construction,USZCZELNIENIE_GWINTU,4
3.05,Заделка штробы,construction,ZAPRAWA_MONTAZOWA,4
3.05,Заделка штробы,construction,ZASLEPKA,2
3.06,Двухвентильный смеситель для скрытой - установка в стене,construction,KSZTALTKI_KANALIZACYJNE,2
3.06,Двухвентильный смеситель для скрытой - установка в стене,construction,RURA_KANALIZACYJNA_PVC,2
3.06,Двухвентильный смеситель для скрытой - установка в стене,construction,TARCZA_TNACA,2
3.06,Двухвентильный смеситель для скрытой - установка в стене,construction,ZAPRAWA_MONTAZOWA,4
3.06,Двухвентильный смеситель для скрытой - установка в стене,construction,ZASLEPKA,2
3.07,Скрытый смеситель для душа,construction,KSZTALTKI_KANALIZACYJNE,2
3.07,Скрытый смеситель для душа,construction,RURA_KANALIZACYJNA_PVC,2
3.07,Скрытый смеситель для душа,construction,TARCZA_TNACA,2
3.07,Скрытый смеситель для душа,construction,ZAPRAWA_MONTAZOWA,4
3.07,Скрытый смеситель для душа,construction,ZASLEPKA,2
3.08,Установка рамы туалета,construction,BATERIA_PODTYNKOWA,2
3.08,Установка рамы туалета,construction,KSZTALTKI_KANALIZACYJNE,2
3.08,Установка рамы туалета,construction,KSZTALTKI_PEX,3
3.08,Установка рамы туалета,construction,KSZTALTKI_PP,3
3.08,Установка рамы туалета,construction,TARCZA_TNACA,2
3.08,Установка рамы туалета,construction,USZCZELNIENIE_GWINTU,4
3.08,Установка рамы туалета,construction,ZASLEPKA,2
3.09,Встроенный слив - монтаж слива,construction,BATERIA_PODTYNKOWA,2
3.09,Встроенный слив - монтаж слива,construction,KSZTALTKI_KANALIZACYJNE,2
3.09,Встроенный слив - монтаж слива,construction,KSZTALTKI_PEX,3
3.09,Встроенный слив - монтаж слива,construction,KSZTALTKI_PP,3
3.09,Встроенный слив - монтаж слива,construction,RURA_KANALIZACYJNA_PVC,2
3.09,Встроенный слив - монтаж слива,construction,USZCZELNIENIE_GWINTU,4
3.09,Встроенный слив - монтаж слива,construction,ZASLEPKA,2
3.10,Встроенный слив - формирование уклона,construction,BATERIA_PODTYNKOWA,2
3.10,Встроенный слив - формирование уклона,construction,KSZTALTKI_KANALIZACYJNE,2
3.10,Встроенный слив - формирование уклона,construction,KSZTALTKI_PEX,3
3.10,Встроенный слив - формирование уклона,construction,KSZTALTKI_PP,3
3.10,Встроенный слив - формирование уклона,construction,RURA_KANALIZACYJNA_PVC,2
3.10,Встроенный слив - формирование уклона,construction,TARCZA_TNACA,2
3.10,Встроенный слив - формирование уклона,construction,USZCZELNIENIE_GWINTU,4
3.10,Встроенный слив - формирование уклона,construction,ZASLEPKA,2
3.11,Точечный слив - монтаж,construction,BATERIA_PODTYNKOWA,2
3.11,Точечный слив - монтаж,construction,KSZTALTKI_PEX,3
3.11,Точечный слив - монтаж,construction,KSZTALTKI_PP,3
3.11,Точечный слив - монтаж,construction,RURA_KANALIZACYJNA_PVC,2
3.11,Точечный слив - монтаж,construction,TARCZA_TNACA,2
3.11,Точечный слив - монтаж,construction,USZCZELNIENIE_GWINTU,4
3.11,Точечный слив - монтаж,construction,ZASLEPKA,2
4.01,Монтаж краников,construction,KOLKI_SRUBY_MONTAZOWE,7
4.01,Монтаж краников,construction,PAKULY_PASTA,3
4.01,Монтаж краников,construction,SILIKON_SANITARNY,13
4.02,Монтаж кнопки инсталляции,construction,KOLKI_SRUBY_MONTAZOWE,7
4.02,Монтаж кнопки инсталляции,construction,PAKULY_PASTA,3
4.02,Монтаж кнопки инсталляции,construction,SILIKON_SANITARNY,13
4.02,Монтаж кнопки инсталляции,construction,TASMA_TEFLONOWA,11
4.03,Монтаж подвесного унитаза,construction,KOLKI_SRUBY_MONTAZOWE,7
4.03,Монтаж подвесного унитаза,construction,PAKULY_PASTA,3
4.03,Монтаж подвесного унитаза,construction,TASMA_TEFLONOWA,11
4.04,Монтаж напольного унитаза,construction,PAKULY_PASTA,3
4.04,Монтаж напольного унитаза,construction,TASMA_TEFLONOWA,11
4.04,Монтаж напольного унитаза,construction,USZCZELKI,11
4.05,Монтаж подвесной чаши-биде,construction,KOLKI_SRUBY_MONTAZOWE,7
4.05,Монтаж подвесной чаши-биде,construction,PAKULY_PASTA,3
4.05,Монтаж подвесной чаши-биде,construction,TASMA_TEFLONOWA,11
4.06,Встроенный слив - чистовой монтаж,construction,KOLKI_SRUBY_MONTAZOWE,7
4.06,Встроенный слив - чистовой монтаж,construction,PAKULY_PASTA,3
4.06,Встроенный слив - чистовой монтаж,construction,TASMA_TEFLONOWA,11
4.06,Встроенный слив - чистовой монтаж,construction,USZCZELKI,11
4.07,Стеклянная перегородка душа,construction,PAKULY_PASTA,3
4.07,Стеклянная перегородка душа,construction,TASMA_TEFLONOWA,11
4.07,Стеклянная перегородка душа,construction,USZCZELKI,11
4.08,Монтаж ванны,construction,PAKULY_PASTA,3
4.08,Монтаж ванны,construction,TASMA_TEFLONOWA,11
4.08,Монтаж ванны,construction,USZCZELKI,11
4.09,Перегородка / стекло для ванны,construction,PAKULY_PASTA,3
4.09,Перегородка / стекло для ванны,construction,TASMA_TEFLONOWA,11
4.09,Перегородка / стекло для ванны,construction,USZCZELKI,11
4.10,Душевой поддон,construction,KOLKI_SRUBY_MONTAZOWE,7
4.10,Душевой поддон,construction,PAKULY_PASTA,3
4.10,Душевой поддон,construction,TASMA_TEFLONOWA,11
4.11,Душевые двери,construction,PAKULY_PASTA,3
4.11,Душевые двери,construction,TASMA_TEFLONOWA,11
4.11,Душевые двери,construction,USZCZELKI,11
4.12,Монтаж накладного умывальника,construction,KOLKI_SRUBY_MONTAZOWE,7
4.12,Монтаж накладного умывальника,construction,PAKULY_PASTA,3
4.12,Монтаж накладного умывальника,construction,TASMA_TEFLONOWA,11
4.13,Монтаж встраиваемого умывальника,construction,KOLKI_SRUBY_MONTAZOWE,7
4.13,Монтаж встраиваемого умывальника,construction,PAKULY_PASTA,3
4.13,Монтаж встраиваемого умывальника,construction,TASMA_TEFLONOWA,11
4.14,Монтаж сифона,construction,KOLKI_SRUBY_MONTAZOWE,7
4.14,Монтаж сифона,construction,PAKULY_PASTA,3
4.14,Монтаж сифона,construction,SILIKON_SANITARNY,13
4.15,Смеситель на умывальник,construction,KOLKI_SRUBY_MONTAZOWE,7
4.15,Смеситель на умывальник,construction,PAKULY_PASTA,3
4.15,Смеситель на умывальник,construction,SILIKON_SANITARNY,13
4.15,Смеситель на умывальник,construction,USZCZELKI,11
4.16,Двухвентильный смеситель для раковины - окончательная сборка,construction,KOLKI_SRUBY_MONTAZOWE,7
4.16,Двухвентильный смеситель для раковины - окончательная сборка,construction,PAKULY_PASTA,3
4.16,Двухвентильный смеситель для раковины - окончательная сборка,construction,USZCZELKI,11
4.17,Смеситель для ванны вертикальный,construction,KOLKI_SRUBY_MONTAZOWE,7
4.17,Смеситель для ванны вертикальный,construction,PAKULY_PASTA,3
4.17,Смеситель для ванны вертикальный,construction,SILIKON_SANITARNY,13
4.18,Стандартный смеситель для душа,construction,KOLKI_SRUBY_MONTAZOWE,7
4.18,Стандартный смеситель для душа,construction,PAKULY_PASTA,3
4.18,Стандартный смеситель для душа,construction,SILIKON_SANITARNY,13
4.19,"Скрытый смеситель для душа - чистовой монтаж (комплект: дождик, регулятор, душ)",construction,KOLKI_SRUBY_MONTAZOWE,7
4.19,"Скрытый смеситель для душа - чистовой монтаж (комплект: дождик, регулятор, душ)",construction,PAKULY_PASTA,3
4.19,"Скрытый смеситель для душа - чистовой монтаж (комплект: дождик, регулятор, душ)",construction,USZCZELKI,11
4.20,Душевая штанга с тропическим душем,construction,PAKULY_PASTA,3
4.20,Душевая штанга с тропическим душем,construction,SILIKON_SANITARNY,13
4.20,Душевая штанга с тропическим душем,construction,USZCZELKI,11
4.21,Существующий радиатор в ванной комнате (демонтаж/монтаж),construction,KOLKI_SRUBY_MONTAZOWE,7
4.21,Существующий радиатор в ванной комнате (демонтаж/монтаж),construction,SILIKON_SANITARNY,13
4.21,Существующий радиатор в ванной комнате (демонтаж/монтаж),construction,USZCZELKI,11
4.22,Существующий комнатный обогреватель (демонтаж/монтаж),construction,KOLKI_SRUBY_MONTAZOWE,7
4.22,Существующий комнатный обогреватель (демонтаж/монтаж),construction,SILIKON_SANITARNY,13
4.22,Существующий комнатный обогреватель (демонтаж/монтаж),construction,USZCZELKI,11
4.23,Новый радиатор,construction,SILIKON_SANITARNY,13
4.23,Новый радиатор,construction,USZCZELKI,11
4.24,Установка пневматического кнопочного унитаза,construction,KOLKI_SRUBY_MONTAZOWE,7
4.24,Установка пневматического кнопочного унитаза,construction,PAKULY_PASTA,3
4.24,Установка пневматического кнопочного унитаза,construction,SILIKON_SANITARNY,13
4.24,Установка пневматического кнопочного унитаза,construction,TASMA_TEFLONOWA,11
5.01,"Перемещение телетехнического щитка (демонтаж старого, ниша в стене под новый, монтаж коробки щитка)",construction,KABEL_ELEKTRYCZNY,8
5.01,"Перемещение телетехнического щитка (демонтаж старого, ниша в стене под новый, монтаж коробки щитка)",construction,KLEJ_SAMOPOZIOMUJACY,2
5.01,"Перемещение телетехнического щитка (демонтаж старого, ниша в стене под новый, монтаж коробки щитка)",construction,PESZEL_RURKA,5
5.01,"Перемещение телетехнического щитка (демонтаж старого, ниша в стене под новый, монтаж коробки щитка)",construction,PUSZKA_PODTYNKOWA,11
5.01,"Перемещение телетехнического щитка (демонтаж старого, ниша в стене под новый, монтаж коробки щитка)",construction,TARCZA_TNACA,3
5.01,"Перемещение телетехнического щитка (демонтаж старого, ниша в стене под новый, монтаж коробки щитка)",construction,ZAPRAWA_MONTAZOWA,5
5.02,Перемещение электрощитка (коммутация),construction,GIPS_SZYBKOWIAZACY,9
5.02,Перемещение электрощитка (коммутация),construction,KLEJ_SAMOPOZIOMUJACY,2
5.02,Перемещение электрощитка (коммутация),construction,PESZEL_RURKA,5
5.02,Перемещение электрощитка (коммутация),construction,PUSZKA_PODTYNKOWA,11
5.02,Перемещение электрощитка (коммутация),construction,TARCZA_TNACA,3
5.02,Перемещение электрощитка (коммутация),construction,ZAPRAWA_MONTAZOWA,5
5.03,Канал скрытого монтажа под кабеля в стене с блочков,construction,KLEJ_SAMOPOZIOMUJACY,2
5.03,Канал скрытого монтажа под кабеля в стене с блочков,construction,PUSZKA_PODTYNKOWA,11
5.03,Канал скрытого монтажа под кабеля в стене с блочков,construction,TARCZA_TNACA,3
5.04,Канал скрытого монтажа под кабеля в стене с ж/б,construction,GIPS_SZYBKOWIAZACY,9
5.04,Канал скрытого монтажа под кабеля в стене с ж/б,construction,KLEJ_SAMOPOZIOMUJACY,2
5.04,Канал скрытого монтажа под кабеля в стене с ж/б,construction,PUSZKA_PODTYNKOWA,11
5.05,Демонтаж пластиков с розеток и выключателей (с упаковкой в пленку),construction,GIPS_SZYBKOWIAZACY,9
5.05,Демонтаж пластиков с розеток и выключателей (с упаковкой в пленку),construction,KABEL_ELEKTRYCZNY,8
5.05,Демонтаж пластиков с розеток и выключателей (с упаковкой в пленку),construction,KLEJ_SAMOPOZIOMUJACY,2
5.05,Демонтаж пластиков с розеток и выключателей (с упаковкой в пленку),construction,PESZEL_RURKA,5
5.05,Демонтаж пластиков с розеток и выключателей (с упаковкой в пленку),construction,PUSZKA_PODTYNKOWA,11
5.05,Демонтаж пластиков с розеток и выключателей (с упаковкой в пленку),construction,TARCZA_TNACA,3
5.05,Демонтаж пластиков с розеток и выключателей (с упаковкой в пленку),construction,ZAPRAWA_MONTAZOWA,5
5.06,Демонтаж электрофурнитуры (только гнездо),construction,GIPS_SZYBKOWIAZACY,9
5.06,Демонтаж электрофурнитуры (только гнездо),construction,KABEL_ELEKTRYCZNY,8
5.06,Демонтаж электрофурнитуры (только гнездо),construction,KLEJ_SAMOPOZIOMUJACY,2
5.06,Демонтаж электрофурнитуры (только гнездо),construction,PESZEL_RURKA,5
5.06,Демонтаж электрофурнитуры (только гнездо),construction,PUSZKA_PODTYNKOWA,11
5.06,Демонтаж электрофурнитуры (только гнездо),construction,TARCZA_TNACA,3
5.06,Демонтаж электрофурнитуры (только гнездо),construction,ZAPRAWA_MONTAZOWA,5
5.07,Монтаж пластиков розеток и выключателей,construction,GIPS_SZYBKOWIAZACY,9
5.07,Монтаж пластиков розеток и выключателей,construction,KABEL_ELEKTRYCZNY,8
5.07,Монтаж пластиков розеток и выключателей,construction,KLEJ_SAMOPOZIOMUJACY,2
5.07,Монтаж пластиков розеток и выключателей,construction,PESZEL_RURKA,5
5.07,Монтаж пластиков розеток и выключателей,construction,PUSZKA_PODTYNKOWA,11
5.07,Монтаж пластиков розеток и выключателей,construction,TARCZA_TNACA,3
5.07,Монтаж пластиков розеток и выключателей,construction,ZAPRAWA_MONTAZOWA,5
5.08,Установка теплого пола,construction,GIPS_SZYBKOWIAZACY,9
5.08,Установка теплого пола,construction,KABEL_ELEKTRYCZNY,8
5.08,Установка теплого пола,construction,PESZEL_RURKA,5
5.08,Установка теплого пола,construction,PUSZKA_PODTYNKOWA,11
5.08,Установка теплого пола,construction,TARCZA_TNACA,3
5.08,Установка теплого пола,construction,ZAPRAWA_MONTAZOWA,5
5.09,Установка теплой стены,construction,GIPS_SZYBKOWIAZACY,9
5.09,Установка теплой стены,construction,KABEL_ELEKTRYCZNY,8
5.09,Установка теплой стены,construction,PESZEL_RURKA,5
5.09,Установка теплой стены,construction,PUSZKA_PODTYNKOWA,11
5.09,Установка теплой стены,construction,TARCZA_TNACA,3
5.09,Установка теплой стены,construction,ZAPRAWA_MONTAZOWA,5
5.10,Установка пульта управления теплым полом с подводкой питания,construction,GIPS_SZYBKOWIAZACY,9
5.10,Установка пульта управления теплым полом с подводкой питания,construction,KLEJ_SAMOPOZIOMUJACY,2
5.10,Установка пульта управления теплым полом с подводкой питания,construction,PESZEL_RURKA,5
5.10,Установка пульта управления теплым полом с подводкой питания,construction,TARCZA_TNACA,3
5.10,Установка пульта управления теплым полом с подводкой питания,construction,ZAPRAWA_MONTAZOWA,5
5.11,"Ликвидация пункта электрики (обрезка кабеля, изоляция, защита изоляционным материалом)",construction,KABEL_ELEKTRYCZNY,8
5.11,"Ликвидация пункта электрики (обрезка кабеля, изоляция, защита изоляционным материалом)",construction,KLEJ_SAMOPOZIOMUJACY,2
5.11,"Ликвидация пункта электрики (обрезка кабеля, изоляция, защита изоляционным материалом)",construction,PESZEL_RURKA,5
5.11,"Ликвидация пункта электрики (обрезка кабеля, изоляция, защита изоляционным материалом)",construction,PUSZKA_PODTYNKOWA,11
5.11,"Ликвидация пункта электрики (обрезка кабеля, изоляция, защита изоляционным материалом)",construction,TARCZA_TNACA,3
5.11,"Ликвидация пункта электрики (обрезка кабеля, изоляция, защита изоляционным материалом)",construction,ZAPRAWA_MONTAZOWA,5
5.12,Перенос или новая розетка 220 В в стене с блочков,construction,KABEL_ELEKTRYCZNY,8
5.12,Перенос или новая розетка 220 В в стене с блочков,construction,KLEJ_SAMOPOZIOMUJACY,2
5.12,Перенос или новая розетка 220 В в стене с блочков,construction,PESZEL_RURKA,5
5.12,Перенос или новая розетка 220 В в стене с блочков,construction,TARCZA_TNACA,3
5.12,Перенос или новая розетка 220 В в стене с блочков,construction,ZAPRAWA_MONTAZOWA,5
5.13,Перенос или новая розетка 220 В в стене ж/б,construction,GIPS_SZYBKOWIAZACY,9
5.13,Перенос или новая розетка 220 В в стене ж/б,construction,KABEL_ELEKTRYCZNY,8
5.13,Перенос или новая розетка 220 В в стене ж/б,construction,KLEJ_SAMOPOZIOMUJACY,2
5.13,Перенос или новая розетка 220 В в стене ж/б,construction,PESZEL_RURKA,5
5.13,Перенос или новая розетка 220 В в стене ж/б,construction,TARCZA_TNACA,3
5.14,Одинарный переключатель в стене с блочков,construction,KABEL_ELEKTRYCZNY,8
5.14,Одинарный переключатель в стене с блочков,construction,KLEJ_SAMOPOZIOMUJACY,2
5.14,Одинарный переключатель в стене с блочков,construction,PESZEL_RURKA,5
5.14,Одинарный переключатель в стене с блочков,construction,TARCZA_TNACA,3
5.14,Одинарный переключатель в стене с блочков,construction,ZAPRAWA_MONTAZOWA,5
5.15,Одинарный переключательв стене ж/б,construction,GIPS_SZYBKOWIAZACY,9
5.15,Одинарный переключательв стене ж/б,construction,KABEL_ELEKTRYCZNY,8
5.15,Одинарный переключательв стене ж/б,construction,KLEJ_SAMOPOZIOMUJACY,2
5.15,Одинарный переключательв стене ж/б,construction,PESZEL_RURKA,5
5.15,Одинарный переключательв стене ж/б,construction,TARCZA_TNACA,3
5.16,Односторонний или перекрестный переключатель,construction,GIPS_SZYBKOWIAZACY,9
5.16,Односторонний или перекрестный переключатель,construction,KLEJ_SAMOPOZIOMUJACY,2
5.16,Односторонний или перекрестный переключатель,construction,PESZEL_RURKA,5
5.16,Односторонний или перекрестный переключатель,construction,TARCZA_TNACA,3
5.16,Односторонний или перекрестный переключатель,construction,ZAPRAWA_MONTAZOWA,5
5.17,Главный выключатель,construction,KABEL_ELEKTRYCZNY,8
5.17,Главный выключатель,construction,KLEJ_SAMOPOZIOMUJACY,2
5.17,Главный выключатель,construction,PESZEL_RURKA,5
5.17,Главный выключатель,construction,TARCZA_TNACA,3
5.17,Главный выключатель,construction,ZAPRAWA_MONTAZOWA,5
5.18,Датчик или контроллер,construction,KABEL_ELEKTRYCZNY,8
5.18,Датчик или контроллер,construction,KLEJ_SAMOPOZIOMUJACY,2
5.18,Датчик или контроллер,construction,PESZEL_RURKA,5
5.18,Датчик или контроллер,construction,TARCZA_TNACA,3
5.18,Датчик или контроллер,construction,ZAPRAWA_MONTAZOWA,5
5.19,Перенос или новый вывод кабеля под освещение,construction,GIPS_SZYBKOWIAZACY,9
5.19,Перенос или новый вывод кабеля под освещение,construction,KLEJ_SAMOPOZIOMUJACY,2
5.19,Перенос или новый вывод кабеля под освещение,construction,PUSZKA_PODTYNKOWA,11
5.19,Перенос или новый вывод кабеля под освещение,construction,TARCZA_TNACA,3
5.19,Перенос или новый вывод кабеля под освещение,construction,ZAPRAWA_MONTAZOWA,5
5.20,Сетевая / телевизионная / мультимедийная розетка от щитка,construction,GIPS_SZYBKOWIAZACY,9
5.20,Сетевая / телевизионная / мультимедийная розетка от щитка,construction,KABEL_ELEKTRYCZNY,8
5.20,Сетевая / телевизионная / мультимедийная розетка от щитка,construction,KLEJ_SAMOPOZIOMUJACY,2
5.20,Сетевая / телевизионная / мультимедийная розетка от щитка,construction,TARCZA_TNACA,3
5.20,Сетевая / телевизионная / мультимедийная розетка от щитка,construction,ZAPRAWA_MONTAZOWA,5
5.21,Розетка для плиты - перенос или новая,construction,GIPS_SZYBKOWIAZACY,9
5.21,Розетка для плиты - перенос или новая,construction,KLEJ_SAMOPOZIOMUJACY,2
5.21,Розетка для плиты - перенос или новая,construction,PESZEL_RURKA,5
5.21,Розетка для плиты - перенос или новая,construction,TARCZA_TNACA,3
5.21,Розетка для плиты - перенос или новая,construction,ZAPRAWA_MONTAZOWA,5
5.22,Штробление и прокладка провода в штукатурке,construction,KABEL_ELEKTRYCZNY,8
5.22,Штробление и прокладка провода в штукатурке,construction,KLEJ_SAMOPOZIOMUJACY,2
5.22,Штробление и прокладка провода в штукатурке,construction,PESZEL_RURKA,5
5.22,Штробление и прокладка провода в штукатурке,construction,PUSZKA_PODTYNKOWA,11
5.22,Штробление и прокладка провода в штукатурке,construction,ZAPRAWA_MONTAZOWA,5
5.23,Штробление и прокладка провода в железобетонной стене,construction,GIPS_SZYBKOWIAZACY,9
5.23,Штробление и прокладка провода в железобетонной стене,construction,KABEL_ELEKTRYCZNY,8
5.23,Штробление и прокладка провода в железобетонной стене,construction,KLEJ_SAMOPOZIOMUJACY,2
5.23,Штробление и прокладка провода в железобетонной стене,construction,PESZEL_RURKA,5
5.23,Штробление и прокладка провода в железобетонной стене,construction,PUSZKA_PODTYNKOWA,11
5.24,Заделка швов после прокладки провода (штукатурка + унифлот),construction,KABEL_ELEKTRYCZNY,8
5.24,Заделка швов после прокладки провода (штукатурка + унифлот),construction,KLEJ_SAMOPOZIOMUJACY,2
5.24,Заделка швов после прокладки провода (штукатурка + унифлот),construction,PESZEL_RURKA,5
5.24,Заделка швов после прокладки провода (штукатурка + унифлот),construction,PUSZKA_PODTYNKOWA,11
5.24,Заделка швов после прокладки провода (штукатурка + унифлот),construction,TARCZA_TNACA,3
5.24,Заделка швов после прокладки провода (штукатурка + унифлот),construction,ZAPRAWA_MONTAZOWA,5
5.25,Вывод кабеля под LED на ступеньках,construction,GIPS_SZYBKOWIAZACY,9
5.25,Вывод кабеля под LED на ступеньках,construction,KLEJ_SAMOPOZIOMUJACY,2
5.25,Вывод кабеля под LED на ступеньках,construction,TARCZA_TNACA,3
5.25,Вывод кабеля под LED на ступеньках,construction,ZAPRAWA_MONTAZOWA,5
6.01,Трансформатор для LED ленты,construction,KLEJ_MONTAZOWY,3
6.02,Монтаж LED ленты,construction,WKRET_KOLEK_MONTAZOWY,7
6.02,Монтаж LED ленты,construction,ZLACZKA_INSTALACYJNA,7
6.03,Врезка профиля для LED ленты,construction,ZLACZKA_INSTALACYJNA,7
6.04,Вклейка и пайка LED ленты в ступеньку в готовый профиль,construction,WKRET_KOLEK_MONTAZOWY,7
6.04,Вклейка и пайка LED ленты в ступеньку в готовый профиль,construction,ZLACZKA_INSTALACYJNA,7
6.05,Потолочные светильники или одноточечные клинкеры,construction,KLEJ_MONTAZOWY,3
6.06,"Люстры / многоточечные потолочные светильники, от",construction,KLEJ_MONTAZOWY,3
6.07,Трек / Шинопровод + 2 светильника,construction,KLEJ_MONTAZOWY,3
6.08,"Монтаж электрофурнитуры с рамкой (розетки, выключатели, элементы управления)",construction,KLEJ_MONTAZOWY,3
6.09,Электрический обогреватель,construction,KLEJ_MONTAZOWY,3
6.10,Электромагнитный клапан воды,construction,KLEJ_MONTAZOWY,3
6.10,Электромагнитный клапан воды,construction,WKRET_KOLEK_MONTAZOWY,7
7.01,Гидроизоляция пола,construction,KLEJ_DO_PLYTEK,2
7.01,Гидроизоляция пола,construction,NARZEDZIE_DIAMENTOWE,4
7.01,Гидроизоляция пола,construction,SILIKON,2
7.01,Гидроизоляция пола,finishing,FUGA_CEMENTOWA,2
7.01,Гидроизоляция пола,finishing,FUGA_EPOKSYDOWA,3
7.01,Гидроизоляция пола,finishing,KLEJ_DO_PLYTEK,13
7.02,Гидроизоляция стен,construction,KLEJ_DO_PLYTEK,2
7.02,Гидроизоляция стен,construction,NARZEDZIE_DIAMENTOWE,4
7.02,Гидроизоляция стен,construction,SILIKON,2
7.02,Гидроизоляция стен,finishing,FUGA_CEMENTOWA,2
7.02,Гидроизоляция стен,finishing,FUGA_EPOKSYDOWA,3
7.02,Гидроизоляция стен,finishing,KLEJ_DO_PLYTEK,13
7.03,Грунтовка под плитку,construction,HYDROIZOLACJA,2
7.03,Грунтовка под плитку,construction,KLEJ_DO_PLYTEK,2
7.03,Грунтовка под плитку,construction,NARZEDZIE_DIAMENTOWE,4
7.03,Грунтовка под плитку,construction,SILIKON,2
7.03,Грунтовка под плитку,construction,TASMA_USZCZELNIAJACA,2
7.03,Грунтовка под плитку,finishing,FUGA_CEMENTOWA,2
7.03,Грунтовка под плитку,finishing,FUGA_EPOKSYDOWA,3
7.03,Грунтовка под плитку,finishing,KLEJ_DO_PLYTEK,13
7.04,Душевой поддон - резка и укладка плитки,construction,HYDROIZOLACJA,2
7.04,Душевой поддон - резка и укладка плитки,construction,NARZEDZIE_DIAMENTOWE,4
7.04,Душевой поддон - резка и укладка плитки,construction,TASMA_USZCZELNIAJACA,2
7.04,Душевой поддон - резка и укладка плитки,finishing,FUGA_CEMENTOWA,2
7.04,Душевой поддон - резка и укладка плитки,finishing,FUGA_EPOKSYDOWA,3
7.04,Душевой поддон - резка и укладка плитки,finishing,KLEJ_DO_PLYTEK,13
7.05,Встроенный слив - резка и укладка плитки,construction,HYDROIZOLACJA,2
7.05,Встроенный слив - резка и укладка плитки,construction,NARZEDZIE_DIAMENTOWE,4
7.05,Встроенный слив - резка и укладка плитки,construction,TASMA_USZCZELNIAJACA,2
7.05,Встроенный слив - резка и укладка плитки,finishing,FUGA_CEMENTOWA,2
7.05,Встроенный слив - резка и укладка плитки,finishing,FUGA_EPOKSYDOWA,3
7.05,Встроенный слив - резка и укладка плитки,finishing,KLEJ_DO_PLYTEK,13
7.06,Пол - мозаика,construction,HYDROIZOLACJA,2
7.06,Пол - мозаика,construction,KLEJ_DO_PLYTEK,2
7.06,Пол - мозаика,construction,NARZEDZIE_DIAMENTOWE,4
7.06,Пол - мозаика,construction,SILIKON,2
7.06,Пол - мозаика,construction,TASMA_USZCZELNIAJACA,2
7.06,Пол - мозаика,finishing,FUGA_CEMENTOWA,2
7.06,Пол - мозаика,finishing,FUGA_EPOKSYDOWA,3
7.07,"Пол - мелкий керамогранит 6х6, 25х25",construction,HYDROIZOLACJA,2
7.07,"Пол - мелкий керамогранит 6х6, 25х25",construction,KLEJ_DO_PLYTEK,2
7.07,"Пол - мелкий керамогранит 6х6, 25х25",construction,NARZEDZIE_DIAMENTOWE,4
7.07,"Пол - мелкий керамогранит 6х6, 25х25",construction,SILIKON,2
7.07,"Пол - мелкий керамогранит 6х6, 25х25",construction,TASMA_USZCZELNIAJACA,2
7.07,"Пол - мелкий керамогранит 6х6, 25х25",finishing,FUGA_CEMENTOWA,2
7.07,"Пол - мелкий керамогранит 6х6, 25х25",finishing,FUGA_EPOKSYDOWA,3
7.08,"Пол - керамогранит, средний формат 30х30, 60х60",construction,HYDROIZOLACJA,2
7.08,"Пол - керамогранит, средний формат 30х30, 60х60",construction,KLEJ_DO_PLYTEK,2
7.08,"Пол - керамогранит, средний формат 30х30, 60х60",construction,NARZEDZIE_DIAMENTOWE,4
7.08,"Пол - керамогранит, средний формат 30х30, 60х60",construction,SILIKON,2
7.08,"Пол - керамогранит, средний формат 30х30, 60х60",construction,TASMA_USZCZELNIAJACA,2
7.08,"Пол - керамогранит, средний формат 30х30, 60х60",finishing,FUGA_CEMENTOWA,2
7.08,"Пол - керамогранит, средний формат 30х30, 60х60",finishing,FUGA_EPOKSYDOWA,3
7.09,"Пол - крупноформатный керамогранит 60x120, 120x120",construction,HYDROIZOLACJA,2
7.09,"Пол - крупноформатный керамогранит 60x120, 120x120",construction,KLEJ_DO_PLYTEK,2
7.09,"Пол - крупноформатный керамогранит 60x120, 120x120",construction,NARZEDZIE_DIAMENTOWE,4
7.09,"Пол - крупноформатный керамогранит 60x120, 120x120",construction,SILIKON,2
7.09,"Пол - крупноформатный керамогранит 60x120, 120x120",construction,TASMA_USZCZELNIAJACA,2
7.09,"Пол - крупноформатный керамогранит 60x120, 120x120",finishing,FUGA_CEMENTOWA,2
7.09,"Пол - крупноформатный керамогранит 60x120, 120x120",finishing,FUGA_EPOKSYDOWA,3
7.10,"Пол - керамогранит очень большого формата 120x240, 100x300",construction,HYDROIZOLACJA,2
7.10,"Пол - керамогранит очень большого формата 120x240, 100x300",construction,KLEJ_DO_PLYTEK,2
7.10,"Пол - керамогранит очень большого формата 120x240, 100x300",construction,NARZEDZIE_DIAMENTOWE,4
7.10,"Пол - керамогранит очень большого формата 120x240, 100x300",construction,SILIKON,2
7.10,"Пол - керамогранит очень большого формата 120x240, 100x300",construction,TASMA_USZCZELNIAJACA,2
7.10,"Пол - керамогранит очень большого формата 120x240, 100x300",finishing,FUGA_CEMENTOWA,2
